"6","148.1167","61"
"9","0.3333","0"
"16","2.0000","0"
"19","2.4500","0"
"20","0.3667","0"
"21","0.0833","0"
"31","174.2000","0"
"66","0.7167","0"
"67","27.0333","0"
"132","71.9167","0"
"144","0.2000","0"
"182","14132.0667","399"
"209","14.5833","0"
"213","8.6500","0"
"221","469.0667","0"
"235","312.2167","0"
"389","0.1500","0"
"480","2.8833","0"
"516","46.2667","0"
"519","4.2833","0"
"520","91.1833","0"
"523","1322.2500","0"
"530","45.4333","0"
"548","0.1167","0"
"560","2.5833","0"
"563","0.3000","0"
"575","4.2333","0"
"594","3.7333","0"
"603","8.1833","0"
"606","18.1167","0"
"608","387.6833","0"
"609","0.5667","0"
"612","0.0500","0"
"614","674.4000","0"
"615","18.9333","0"
"616","1219.4667","0"
"618","784.5000","0"
"659","1337.6000","0"
"665","2.5333","0"
"666","335.7333","0"
"675","2.6833","0"
"691","499.5167","0"
"696","7.7667","0"
"698","35.9833","0"
"699","222.4833","0"
"702","98.5167","0"
"709","2.3000","0"
"711","0.1167","0"
"767","0.0500","0"
"772","4160.5833","0"
"777","0.0500","0"
"778","201.6000","0"
"782","33.9167","0"
"792","3391.7333","0"
"800","482.2333","0"
"801","78858.0000","936"
"804","514.0667","0"
"805","48.4667","0"
"810","190.1667","0"
"818","76.5000","0"
"829","151.3500","0"
"830","0.3500","0"
"832","358.1833","0"
"838","856.1000","0"
"840","1122.1333","0"
"841","4870.9000","141"
"842","289.5833","0"
"851","375.3667","0"
"854","6.8500","0"
"857","19.4833","0"
"862","1145.6500","41"
"863","624.9333","0"
"865","1038.4333","0"
"869","175.8667","0"
"870","510.9500","0"
"872","6.7167","0"
"875","401.9333","0"
"876","2.1333","0"
"882","1080.6833","0"
"893","370.1167","0"
"894","0.0667","0"
"895","18.4500","0"
"900","283.3167","0"
"902","34.6167","0"
"903","141.3500","0"
"908","2278.9333","0"
"911","1834.8333","88"
"916","339.0667","0"
"917","5.6667","0"
"928","99.0500","0"
"930","159.5167","0"
"933","717.5167","0"
"936","379.8667","0"
"956","1.9167","0"
"959","12.3000","0"
"961","326.1333","0"
"965","1125.8000","0"
"969","642.4000","28"
"973","43.7000","0"
"977","0.6000","0"
"982","38.8500","0"
"985","57.7833","0"
"986","0.0667","0"
"987","149.6000","0"
"988","509.0667","0"
"991","1640.4667","0"
"994","280.9667","0"
"998","6.6333","0"
"999","1004.2667","42"
"1002","1394.5167","0"
"1006","16.3333","0"
"1008","473.0000","0"
"1010","4.9333","0"
"1014","191.8333","0"
"1015","1026.3000","0"
"1016","76.3333","0"
"1018","171.1167","0"
"1019","65.0833","0"
"1020","0.8333","0"
"1029","62.6500","0"
"1033","0.0500","0"
"1034","107.7500","0"
"1035","1449.7667","0"
"1036","221.6167","0"
"1040","0.0833","0"
"1042","403.8833","0"
"1045","82.2500","0"
"1046","2305.9500","65"
"1052","34.3333","0"
"1056","25.3333","0"
"1057","1075.1333","0"
"1063","1867.3333","0"
"1064","93.9333","0"
"1066","375.3167","0"
"1067","0.2667","0"
"1073","5.0333","0"
"1075","4.2667","0"
"1081","453.3500","0"
"1085","82.9667","0"
"1086","894.8500","0"
"1091","46.4500","0"
"1099","0.2833","0"
"1102","1255.1167","0"
"1105","2.9000","0"
"1116","0.1167","0"
"1119","73.2500","0"
"1125","11.3833","0"
"1127","433.4333","0"
"1128","1002.5167","0"
"1132","139.8667","0"
"1140","137.6000","0"
"1143","21.0167","0"
"1145","657.3500","0"
"1146","5.3833","0"
"1151","328.5833","0"
"1155","9.1333","0"
"1158","4.5833","0"
"1159","30.7833","0"
"1165","40.6833","0"
"1166","338.8167","0"
"1169","49.6500","0"
"1173","487.4000","0"
"1175","35.2500","0"
"1183","1379.8500","0"
"1187","63.4000","0"
"1188","48.4167","0"
"1190","124.1333","0"
"1196","119.2333","0"
"1197","1758.2833","0"
"1200","658.8000","30"
"1201","207.7833","0"
"1207","184.1000","0"
"1209","6.4667","0"
"1210","4.4000","0"
"1211","615.1000","0"
"1212","42.0167","0"
"1214","36.0833","0"
"1215","1545.7500","0"
"1216","0.1833","0"
"1221","227.3000","7"
"1224","19.8833","0"
"1226","12.8333","0"
"1233","16.7667","0"
"1235","38.7333","0"
"1238","50.8000","0"
"1242","53.3833","0"
"1244","26.0333","0"
"1246","2003.8000","0"
"1249","12.2333","0"
"1251","5.0500","0"
"1252","0.3667","0"
"1253","0.1500","0"
"1257","2.0667","0"
"1258","3.2167","0"
"1259","759.9167","0"
"1266","227.6167","0"
"1271","43.6000","0"
"1272","234.0000","0"
"1283","0.3333","0"
"1284","586.4833","0"
"1285","64.0500","0"
"1290","0.1000","0"
"1292","33.9333","0"
"1294","1.7500","0"
"1299","55.5667","0"
"1306","804.6167","0"
"1307","5.5000","0"
"1308","389.1000","0"
"1313","0.5500","0"
"1314","6.8333","0"
"1317","797.6833","0"
"1321","4.3167","0"
"1323","60.5000","0"
"1324","90.7000","0"
"1327","160.4667","0"
"1330","108.1000","0"
"1331","101.3833","0"
"1336","9.6500","0"
"1338","1.9500","0"
"1347","29.9333","0"
"1350","1694.0000","0"
"1353","397.3500","0"
"1355","250.4667","0"
"1357","142.8333","0"
"1362","13.5167","0"
"1363","765.7667","0"
"1369","4.9500","0"
"1373","6475.3833","0"
"1374","219.4167","0"
"1375","28.7833","0"
"1379","3143.9167","0"
"1382","17.4833","0"
"1388","87.1833","0"
"1389","66.6667","0"
"1393","0.0500","0"
"1395","232.1000","0"
"1397","3006.8333","0"
"1404","29.7333","0"
"1414","60.1000","0"
"1419","267.1333","0"
"1424","136.8000","0"
"1425","0.5500","0"
"1426","183.3667","0"
"1428","339.8333","0"
"1434","1714.2667","0"
"1436","0.2333","0"
"1437","366.0000","0"
"1456","3460.7500","0"
"1459","95.2167","0"
"1461","7.8000","0"
"1463","7.2500","0"
"1465","47.4500","0"
"1468","99.5667","0"
"1471","0.0500","0"
"1473","48.8667","0"
"1476","35.9500","0"
"1481","30.0500","0"
"1482","354.6667","0"
"1491","2594.3667","0"
"1494","201.9333","0"
"1496","20.8333","0"
"1498","32.6167","0"
"1500","821.4000","0"
"1501","850.0333","0"
"1502","0.6333","0"
"1504","1072.9500","0"
"1513","272.3000","0"
"1516","6.4167","0"
"1517","70.3500","0"
"1520","2.1000","0"
"1521","2330.7500","78"
"1522","322.8333","0"
"1530","4.7333","0"
"1531","2.7000","0"
"1532","2.2167","0"
"1535","831.2000","0"
"1537","19.9500","0"
"1538","193.2667","0"
"1539","0.8833","0"
"1540","1351.2000","34"
"1542","2007.9667","0"
"1543","17.4667","0"
"1544","26.7000","0"
"1550","395.4833","0"
"1553","83.1500","0"
"1559","0.7000","0"
"1561","550.4500","0"
"1563","5.2667","0"
"1567","1286.9167","94"
"1571","77.6000","0"
"1576","0.6000","0"
"1581","285.9500","0"
"1587","93.9167","0"
"1588","5.6833","0"
"1595","102.6667","0"
"1598","65.7000","0"
"1600","33.5500","0"
"1605","198.9000","0"
"1606","5.5833","0"
"1612","0.3667","0"
"1613","2.7500","0"
"1614","3.8500","0"
"1615","3.4333","0"
"1619","8944.4000","168"
"1633","13.1500","0"
"1638","706.9000","0"
"1641","1.8667","0"
"1644","135.0667","0"
"1649","3.9500","0"
"1651","71.7333","0"
"1652","2710.6333","96"
"1653","247.0667","0"
"1658","159.5500","0"
"1661","5.1833","0"
"1667","23.1833","0"
"1669","311.8000","0"
"1678","563.5333","0"
"1680","1.6333","0"
"1683","1078.1833","0"
"1686","0.1333","0"
"1688","1814.3000","0"
"1693","149.9500","0"
"1695","385.3500","0"
"1701","678.7833","0"
"1702","1.1000","0"
"1705","606.2000","0"
"1710","18.6333","0"
"1711","138.6500","0"
"1713","86.8333","0"
"1732","319.3333","0"
"1733","230.2333","0"
"1737","168.8500","0"
"1739","109.3000","0"
"1742","264.8833","0"
"1745","119.6167","0"
"1753","55.7667","0"
